plot_id,tree_id,species,species_code,dbh_cm,height_m,agb_kg
P009,P009-13,Western hemlock,HW,13.9,12.1,139.0
P009,P009-14,Western hemlock,HW,14.0,13.4,165.5
P009,P009-15,Douglas-fir,FDC,18.2,17.0,264.6
P009,P009-16,Douglas-fir,FDC,20.4,17.8,367.5
P009,P009-17,Douglas-fir,FDC,18.7,15.5,264.0
P009,P009-18,Douglas-fir,FDC,16.7,16.5,214.3
P009,P009-19,Western hemlock,HW,16.5,15.1,209.7
P009,P009-20,Western hemlock,HW,8.9,8.7,55.5
P009,P009-21,Red alder,DR,36.1,24.2,799.4
P009,P009-22,Douglas-fir,FDC,41.2,29.7,1340.4
P009,P009-23,Douglas-fir,FDC,32.1,23.5,835.7
P009,P009-24,Douglas-fir,FDC,33.0,24.2,918.8
P009,P009-25,Douglas-fir,FDC,13.8,14.1,171.1
P009,P009-26,Douglas-fir,FDC,15.4,15.6,195.9
P009,P009-27,Red alder,DR,20.8,18.3,266.0
P009,P009-28,Western hemlock,HW,46.4,32.4,1899.9
P009,P009-29,Bigleaf maple,MB,14.0,9.0,141.4
P009,P009-30,Western hemlock,HW,9.6,9.7,74.6
P009,P009-31,Douglas-fir,FDC,15.2,15.4,198.2
P009,P009-32,Western hemlock,HW,25.5,23.3,566.8
P009,P009-33,Western redcedar,CW,21.3,13.1,302.9
P009,P009-34,Western hemlock,HW,17.9,17.9,266.4
P009,P009-35,Western hemlock,HW,18.2,15.0,255.8
P009,P009-36,Western hemlock,HW,32.7,23.6,776.3
P009,P009-37,Douglas-fir,FDC,15.9,13.6,227.9
P009,P009-38,Western hemlock,HW,20.7,17.8,357.2
P009,P009-39,Western hemlock,HW,16.3,14.6,225.4
P009,P009-40,Western hemlock,HW,23.8,19.1,429.3
P009,P009-41,Red alder,DR,28.0,22.9,524.5
P009,P009-42,Western redcedar,CW,17.1,11.2,172.4
P009,P009-43,Western hemlock,HW,21.4,19.2,338.6
P009,P009-44,Douglas-fir,FDC,11.4,10.9,100.0
P009,P009-45,Red alder,DR,17.2,15.3,197.9
P009,P009-46,Douglas-fir,FDC,35.1,27.2,940.7
P009,P009-47,Western redcedar,CW,12.8,8.4,111.3
P009,P009-48,Western redcedar,CW,13.3,10.7,118.5
P009,P009-49,Western hemlock,HW,29.2,26.0,677.7
P009,P009-50,Douglas-fir,FDC,33.6,25.2,992.6
P009,P009-51,Douglas-fir,FDC,9.9,10.3,79.9
P009,P009-52,Western hemlock,HW,16.1,13.5,190.7
P009,P009-53,Western redcedar,CW,23.8,16.5,368.4
P009,P009-54,Douglas-fir,FDC,28.0,25.6,595.4
P010,P010-01,Douglas-fir,FDC,22.2,17.7,420.7
P010,P010-02,Douglas-fir,FDC,18.5,14.7,300.5
P010,P010-03,Douglas-fir,FDC,18.2,18.3,298.1
P010,P010-04,Douglas-fir,FDC,12.1,13.2,130.5
P010,P010-05,Western redcedar,CW,20.6,15.6,260.4
P010,P010-06,Douglas-fir,FDC,26.6,21.8,585.3
P010,P010-07,Douglas-fir,FDC,20.9,19.1,391.5
P010,P010-08,Western redcedar,CW,45.4,24.5,1463.1
P010,P010-09,Western hemlock,HW,19.3,19.1,290.1
P010,P010-10,Douglas-fir,FDC,19.8,18.8,301.3
P010,P010-11,Western redcedar,CW,26.6,18.6,429.8
P010,P010-12,Western hemlock,HW,16.1,15.0,187.8
P010,P010-13,Douglas-fir,FDC,20.7,18.3,385.5
P010,P010-14,Douglas-fir,FDC,26.4,18.5,574.6
P010,P010-15,Western redcedar,CW,28.8,20.4,528.6
P010,P010-16,Western hemlock,HW,28.2,21.5,695.2
P010,P010-17,Douglas-fir,FDC,15.3,12.1,176.7
P010,P010-18,Western hemlock,HW,37.9,27.4,1094.7
P010,P010-19,Douglas-fir,FDC,14.7,11.5,192.0
P010,P010-20,Western hemlock,HW,33.3,26.5,895.4
P010,P010-21,Douglas-fir,FDC,57.7,31.8,2854.5
P010,P010-22,Douglas-fir,FDC,25.1,20.0,573.1
P010,P010-23,Bigleaf maple,MB,11.9,9.6,96.9
P010,P010-24,Douglas-fir,FDC,17.9,15.2,263.9
P010,P010-25,Western hemlock,HW,10.0,10.5,74.4
P010,P010-26,Douglas-fir,FDC,16.5,19.0,216.0
P010,P010-27,Douglas-fir,FDC,52.5,31.8,2447.2
P010,P010-28,Western hemlock,HW,19.2,19.4,276.0
P010,P010-29,Western hemlock,HW,34.7,27.7,1042.1
P010,P010-30,Douglas-fir,FDC,11.2,10.3,96.7
P010,P010-31,Douglas-fir,FDC,19.1,17.4,275.8
P010,P010-32,Douglas-fir,FDC,7.5,7.7,47.4
P010,P010-33,Douglas-fir,FDC,49.6,30.0,1929.5
P010,P010-34,Douglas-fir,FDC,19.1,16.4,283.1
P010,P010-35,Douglas-fir,FDC,20.3,15.5,355.0
P010,P010-36,Douglas-fir,FDC,15.9,12.7,225.9
P010,P010-37,Western redcedar,CW,47.9,24.3,1557.4
P010,P010-38,Western hemlock,HW,24.4,22.8,465.5
P010,P010-39,Douglas-fir,FDC,28.4,21.6,635.0
P010,P010-40,Western hemlock,HW,12.4,14.2,111.3
P010,P010-41,Douglas-fir,FDC,18.9,16.6,304.5
P010,P010-42,Douglas-fir,FDC,32.1,25.1,832.0
P010,P010-43,Western hemlock,HW,39.3,28.6,1293.8
P010,P010-44,Western hemlock,HW,17.7,14.3,230.8
P010,P010-45,Western redcedar,CW,7.5,2.3,34.8
P010,P010-46,Bigleaf maple,MB,21.4,12.8,350.4
P010,P010-47,Western hemlock,HW,27.3,19.5,620.6
P010,P010-48,Red alder,DR,10.1,8.2,57.4
P010,P010-49,Western hemlock,HW,12.1,11.7,112.2
P010,P010-50,Douglas-fir,FDC,17.4,15.7,235.8
P010,P010-51,Douglas-fir,FDC,30.9,22.3,722.5
P011,P011-01,Douglas-fir,FDC,19.4,16.6,305.0
P011,P011-02,Douglas-fir,FDC,17.2,14.7,248.5
P011,P011-03,Douglas-fir,FDC,24.5,21.4,514.1
P011,P011-04,Red alder,DR,29.7,19.0,614.7
P011,P011-05,Red alder,DR,22.3,18.9,304.4
P011,P011-06,Bigleaf maple,MB,12.6,8.7,109.2
P011,P011-07,Western redcedar,CW,23.1,15.0,334.1
P011,P011-08,Bigleaf maple,MB,19.7,15.1,316.6
P011,P011-09,Western hemlock,HW,33.7,23.8,900.4
P011,P011-10,Douglas-fir,FDC,14.5,12.0,178.4
P011,P011-11,Douglas-fir,FDC,13.3,12.9,156.6
P011,P011-12,Western hemlock,HW,28.3,23.7,579.8
P011,P011-13,Douglas-fir,FDC,19.3,16.3,310.8
P011,P011-14,Western hemlock,HW,19.1,14.8,310.4
P011,P011-15,Douglas-fir,FDC,38.4,31.6,1142.8
P011,P011-16,Douglas-fir,FDC,19.1,19.1,272.4
P011,P011-17,Western hemlock,HW,21.5,17.5,376.6
P011,P011-18,Douglas-fir,FDC,36.5,30.5,1067.6
P011,P011-19,Western redcedar,CW,18.9,14.4,208.0
P011,P011-20,Bigleaf maple,MB,12.8,8.7,130.7
P011,P011-21,Douglas-fir,FDC,21.4,15.6,382.8
P011,P011-22,Douglas-fir,FDC,12.5,11.4,115.4
P011,P011-23,Western redcedar,CW,30.4,19.0,582.7
P011,P011-24,Western hemlock,HW,14.7,14.9,167.1
P011,P011-25,Red alder,DR,11.9,10.5,82.2
P011,P011-26,Western hemlock,HW,13.0,10.7,127.0
P011,P011-27,Western hemlock,HW,22.6,17.8,407.5
P011,P011-28,Douglas-fir,FDC,17.6,13.1,259.8
P011,P011-29,Western hemlock,HW,18.7,15.5,275.6
P011,P011-30,Bigleaf maple,MB,16.6,12.7,201.8
P011,P011-31,Western redcedar,CW,27.5,18.1,521.5
P011,P011-32,Red alder,DR,17.1,16.8,191.0
P011,P011-33,Douglas-fir,FDC,34.7,23.7,973.9
P011,P011-34,Douglas-fir,FDC,26.5,22.4,631.2
P011,P011-35,Douglas-fir,FDC,24.2,18.8,465.7
P011,P011-36,Western redcedar,CW,7.5,3.1,31.7
P011,P011-37,Western hemlock,HW,14.3,14.7,154.2
P011,P011-38,Western hemlock,HW,25.2,19.2,501.2
P011,P011-39,Bigleaf maple,MB,10.0,6.7,81.9
P011,P011-40,Western hemlock,HW,18.2,18.8,237.6
P011,P011-41,Western hemlock,HW,24.6,18.8,459.9
P011,P011-42,Douglas-fir,FDC,20.1,19.4,333.6
P011,P011-43,Western hemlock,HW,10.5,10.5,89.6
P011,P011-44,Douglas-fir,FDC,22.8,18.1,414.3
P011,P011-45,Western hemlock,HW,30.5,22.9,721.1
P011,P011-46,Douglas-fir,FDC,32.2,22.7,888.2
P011,P011-47,Douglas-fir,FDC,12.6,12.9,121.0
P011,P011-48,Douglas-fir,FDC,22.2,19.6,376.6
P011,P011-49,Douglas-fir,FDC,9.2,8.6,74.2
P011,P011-50,Douglas-fir,FDC,17.6,14.2,252.3
P011,P011-51,Douglas-fir,FDC,13.4,9.6,135.5
P011,P011-52,Western hemlock,HW,8.5,7.6,56.6
P012,P012-01,Western hemlock,HW,38.2,25.2,1117.2
P012,P012-02,Douglas-fir,FDC,14.4,12.9,187.0
P012,P012-03,Douglas-fir,FDC,13.9,12.3,171.4
P012,P012-04,Red alder,DR,11.9,11.6,94.8
P012,P012-05,Douglas-fir,FDC,8.9,10.9,58.2
P012,P012-06,Western hemlock,HW,15.6,13.3,190.1
P012,P012-07,Western redcedar,CW,16.3,14.1,182.7
P012,P012-08,Douglas-fir,FDC,19.5,15.9,340.8
P012,P012-09,Bigleaf maple,MB,42.0,22.7,1298.2
P012,P012-10,Douglas-fir,FDC,28.4,20.8,609.5
P012,P012-11,Western hemlock,HW,18.2,15.2,273.8
P012,P012-12,Douglas-fir,FDC,13.2,13.5,138.5
P012,P012-13,Douglas-fir,FDC,15.3,14.7,211.7
P012,P012-14,Western redcedar,CW,15.5,11.4,149.4
P012,P012-15,Douglas-fir,FDC,22.7,19.4,443.7
P012,P012-16,Bigleaf maple,MB,11.8,9.9,112.6
P012,P012-17,Douglas-fir,FDC,23.7,19.3,481.6
P012,P012-18,Douglas-fir,FDC,22.5,20.0,415.1
P012,P012-19,Douglas-fir,FDC,7.5,8.3,48.3
P012,P012-20,Douglas-fir,FDC,21.3,15.5,347.9
P012,P012-21,Bigleaf maple,MB,29.9,15.0,702.6
P012,P012-22,Western hemlock,HW,40.2,29.0,1260.9
P012,P012-23,Western hemlock,HW,16.6,14.8,206.5
P012,P012-24,Red alder,DR,13.2,10.5,106.9
P012,P012-25,Western redcedar,CW,25.6,17.2,421.5
P012,P012-26,Western hemlock,HW,17.0,15.0,215.6
P012,P012-27,Douglas-fir,FDC,15.0,16.1,170.3
P012,P012-28,Western hemlock,HW,41.8,29.1,1320.1
P012,P012-29,Douglas-fir,FDC,23.0,19.2,460.2
P012,P012-30,Western hemlock,HW,13.4,12.8,144.1
P012,P012-31,Western hemlock,HW,16.5,13.8,215.6
P012,P012-32,Western redcedar,CW,10.8,9.6,80.7
P012,P012-33,Douglas-fir,FDC,19.0,17.3,304.8
P012,P012-34,Western hemlock,HW,30.7,22.1,694.4
P012,P012-35,Western hemlock,HW,12.0,12.3,103.0
P012,P012-36,Red alder,DR,26.0,17.1,456.5
P012,P012-37,Douglas-fir,FDC,46.7,30.0,1969.7
P012,P012-38,Bigleaf maple,MB,23.9,14.4,429.4
P012,P012-39,Western hemlock,HW,9.3,11.5,72.5
P012,P012-40,Western hemlock,HW,20.5,17.7,316.8
P012,P012-41,Red alder,DR,26.7,20.5,439.8
P012,P012-42,Douglas-fir,FDC,21.0,17.6,376.9
P012,P012-43,Western hemlock,HW,57.8,35.8,2473.2
P012,P012-44,Western hemlock,HW,19.1,16.1,275.5
P012,P012-45,Douglas-fir,FDC,9.9,8.7,86.1
P012,P012-46,Red alder,DR,15.6,14.1,158.5
P012,P012-47,Douglas-fir,FDC,26.6,20.4,599.9
P012,P012-48,Western hemlock,HW,25.4,21.0,466.0
P012,P012-49,Douglas-fir,FDC,23.3,20.4,461.3
P012,P012-50,Douglas-fir,FDC,18.6,16.5,260.4
P012,P012-51,Western hemlock,HW,19.6,15.5,287.9
P013,P013-01,Douglas-fir,FDC,20.2,15.7,367.5
P013,P013-02,Douglas-fir,FDC,21.3,17.2,370.4
P013,P013-03,Douglas-fir,FDC,13.5,11.3,147.1
P013,P013-04,Western hemlock,HW,12.6,14.7,111.1
P013,P013-05,Douglas-fir,FDC,20.8,17.2,345.9
P013,P013-06,Douglas-fir,FDC,27.5,21.8,650.6
P013,P013-07,Douglas-fir,FDC,24.1,18.5,467.7
P013,P013-08,Douglas-fir,FDC,25.0,20.0,541.3
P013,P013-09,Douglas-fir,FDC,31.2,24.1,801.7
P013,P013-10,Douglas-fir,FDC,29.8,23.9,744.0
P013,P013-11,Red alder,DR,8.0,7.3,39.4
P013,P013-12,Douglas-fir,FDC,22.7,18.8,460.6
P013,P013-13,Douglas-fir,FDC,16.8,14.5,218.3
P013,P013-14,Douglas-fir,FDC,15.6,14.5,186.3
P013,P013-15,Douglas-fir,FDC,11.2,10.8,96.4
P013,P013-16,Douglas-fir,FDC,21.7,18.1,383.2
P013,P013-17,Western hemlock,HW,35.5,28.0,1072.1
P013,P013-18,Western redcedar,CW,38.1,23.7,888.3
P013,P013-19,Western hemlock,HW,21.2,19.1,388.6
P013,P013-20,Douglas-fir,FDC,19.7,16.4,311.6
P013,P013-21,Bigleaf maple,MB,22.6,15.3,401.0
P013,P013-22,Douglas-fir,FDC,13.0,12.1,150.3
P013,P013-23,Western hemlock,HW,14.4,13.0,157.1
P013,P013-24,Western hemlock,HW,29.1,22.2,718.7
P013,P013-25,Western hemlock,HW,18.7,18.2,252.9
P013,P013-26,Western hemlock,HW,25.4,20.6,515.5
P013,P013-27,Red alder,DR,18.7,16.2,236.2
P013,P013-28,Western hemlock,HW,19.6,14.0,296.7
P013,P013-29,Western hemlock,HW,31.6,24.8,793.9
P013,P013-30,Douglas-fir,FDC,15.1,12.7,199.1
P013,P013-31,Western hemlock,HW,27.6,21.7,596.4
P013,P013-32,Western hemlock,HW,22.4,17.2,395.6
P013,P013-33,Western hemlock,HW,32.7,25.0,794.2
P013,P013-34,Douglas-fir,FDC,50.7,30.4,2319.1
P013,P013-35,Western redcedar,CW,19.2,12.6,246.6
P013,P013-36,Western redcedar,CW,20.8,15.4,264.2
P013,P013-37,Western hemlock,HW,16.9,12.7,230.8
P013,P013-38,Western hemlock,HW,26.5,22.4,580.5
P013,P013-39,Western hemlock,HW,33.8,25.0,919.9
P013,P013-40,Douglas-fir,FDC,15.6,14.2,193.3
P013,P013-41,Western redcedar,CW,24.3,15.1,385.7
P013,P013-42,Western hemlock,HW,26.5,22.1,555.9
P013,P013-43,Western redcedar,CW,21.8,15.4,331.1
P013,P013-44,Western hemlock,HW,9.7,8.8,73.7
P013,P013-45,Douglas-fir,FDC,15.6,14.9,199.6
P013,P013-46,Red alder,DR,36.6,21.0,829.8
P013,P013-47,Bigleaf maple,MB,28.8,17.9,660.4
P013,P013-48,Western hemlock,HW,12.0,10.3,118.6
P014,P014-01,Western redcedar,CW,33.0,20.2,713.6
P014,P014-02,Bigleaf maple,MB,32.6,20.6,811.8
P014,P014-03,Sitka spruce,SS,24.9,21.9,505.8
P014,P014-04,Western redcedar,CW,79.7,33.1,4162.0
P014,P014-05,Sitka spruce,SS,45.4,32.8,1724.1
P014,P014-06,Douglas-fir,FDC,18.2,16.9,299.8
P014,P014-07,Douglas-fir,FDC,41.4,27.1,1339.2
P014,P014-08,Western redcedar,CW,56.7,28.0,2042.5
P014,P014-09,Western hemlock,HW,27.3,23.7,575.3
P014,P014-10,Western hemlock,HW,68.6,38.6,4189.1
P014,P014-11,Western redcedar,CW,17.5,14.8,177.5
P014,P014-12,Douglas-fir,FDC,34.8,25.3,999.3
P014,P014-13,Douglas-fir,FDC,28.8,23.9,627.5
P014,P014-14,Western redcedar,CW,26.2,16.6,437.7
P014,P014-15,Douglas-fir,FDC,33.5,27.6,850.1
P014,P014-16,Douglas-fir,FDC,23.8,18.0,472.8
P014,P014-17,Douglas-fir,FDC,55.1,32.8,2785.2
P014,P014-18,Douglas-fir,FDC,68.6,37.5,3793.1
P014,P014-19,Western hemlock,HW,92.3,42.8,6748.4
P014,P014-20,Douglas-fir,FDC,33.6,24.3,931.0
P014,P014-21,Douglas-fir,FDC,29.1,19.6,702.0
P014,P014-22,Sitka spruce,SS,91.4,43.0,6480.2
P014,P014-23,Douglas-fir,FDC,29.5,23.5,743.3
P014,P014-24,Western redcedar,CW,55.2,26.6,2151.1
P014,P014-25,Douglas-fir,FDC,96.2,43.0,7621.6
P014,P014-26,Western redcedar,CW,49.8,25.5,1733.8
P014,P014-27,Douglas-fir,FDC,42.8,28.0,1565.0
P014,P014-28,Douglas-fir,FDC,29.7,26.0,780.5
P014,P014-29,Sitka spruce,SS,60.1,35.4,2872.0
P014,P014-30,Western hemlock,HW,35.8,26.4,1110.0
P014,P014-31,Western redcedar,CW,30.6,19.0,657.7
P014,P014-32,Douglas-fir,FDC,29.7,23.8,804.1
P014,P014-33,Western redcedar,CW,38.9,25.2,1032.6
P014,P014-34,Western hemlock,HW,35.0,24.9,1078.4
P014,P014-35,Western hemlock,HW,41.8,30.9,1496.6
P014,P014-36,Western redcedar,CW,17.3,10.8,184.2
P014,P014-37,Sitka spruce,SS,32.6,25.8,773.1
P014,P014-38,Western hemlock,HW,60.7,36.0,2835.7
P014,P014-39,Western redcedar,CW,28.4,17.9,547.6
P014,P014-40,Western redcedar,CW,11.2,5.8,74.0
P015,P015-01,Western hemlock,HW,26.8,21.8,547.3
P015,P015-02,Western hemlock,HW,19.3,16.8,278.5
P015,P015-03,Western hemlock,HW,12.2,14.7,114.3
P015,P015-04,Bigleaf maple,MB,11.9,11.0,105.4
P015,P015-05,Douglas-fir,FDC,36.9,24.3,1048.0
P015,P015-06,Douglas-fir,FDC,29.5,21.7,756.1
P015,P015-07,Red alder,DR,32.0,22.6,710.3
P015,P015-08,Douglas-fir,FDC,20.7,17.2,329.7
P015,P015-09,Bigleaf maple,MB,33.0,18.1,779.8
P015,P015-10,Douglas-fir,FDC,31.4,24.5,895.7
P015,P015-11,Red alder,DR,15.1,13.7,131.0
P015,P015-12,Bigleaf maple,MB,16.2,12.3,214.3
P015,P015-13,Douglas-fir,FDC,34.2,21.9,897.4
P015,P015-14,Douglas-fir,FDC,13.5,12.5,149.7
P015,P015-15,Western redcedar,CW,26.3,19.1,428.7
P015,P015-16,Red alder,DR,25.5,18.9,404.8
P015,P015-17,Western hemlock,HW,25.0,19.7,516.6
P015,P015-18,Western hemlock,HW,29.4,23.8,722.2
P015,P015-19,Western hemlock,HW,54.1,33.2,2373.7
P015,P015-20,Red alder,DR,13.5,14.5,120.3
P015,P015-21,Douglas-fir,FDC,11.3,11.6,111.6
P015,P015-22,Douglas-fir,FDC,31.3,23.7,740.3
P015,P015-23,Douglas-fir,FDC,8.3,6.8,50.5
P015,P015-24,Douglas-fir,FDC,41.6,28.9,1406.7
P015,P015-25,Red alder,DR,13.0,11.2,100.7
P015,P015-26,Western redcedar,CW,13.5,10.8,117.6
P015,P015-27,Western hemlock,HW,24.6,20.9,501.9
P015,P015-28,Douglas-fir,FDC,22.5,18.9,412.3
P015,P015-29,Western hemlock,HW,27.5,21.3,654.7
P015,P015-30,Western hemlock,HW,17.0,17.6,246.8
P015,P015-31,Douglas-fir,FDC,15.7,13.2,208.3
P015,P015-32,Douglas-fir,FDC,26.8,23.4,648.9
P015,P015-33,Douglas-fir,FDC,14.4,12.9,153.9
P015,P015-34,Western hemlock,HW,14.2,15.1,162.6
P015,P015-35,Douglas-fir,FDC,13.4,12.4,148.2
P015,P015-36,Douglas-fir,FDC,20.2,14.6,354.4
P015,P015-37,Western hemlock,HW,26.4,21.1,537.6
P015,P015-38,Douglas-fir,FDC,11.3,10.7,103.0
P015,P015-39,Douglas-fir,FDC,68.3,36.5,4173.0
P015,P015-40,Western hemlock,HW,22.5,16.8,378.6
P015,P015-41,Douglas-fir,FDC,23.4,18.8,462.5
P015,P015-42,Douglas-fir,FDC,12.3,12.3,135.3
P015,P015-43,Western redcedar,CW,23.4,14.3,378.8
P015,P015-44,Red alder,DR,22.1,14.3,312.3
P015,P015-45,Douglas-fir,FDC,25.6,23.0,596.2
P015,P015-46,Douglas-fir,FDC,21.2,18.6,400.0
P015,P015-47,Western hemlock,HW,22.4,16.6,418.3
P015,P015-48,Western hemlock,HW,24.7,20.5,450.2
P015,P015-49,Western hemlock,HW,12.5,11.0,113.8
P015,P015-50,Western hemlock,HW,27.6,21.3,611.3
P015,P015-51,Western hemlock,HW,19.3,14.6,287.6
P015,P015-52,Western hemlock,HW,20.5,19.2,330.6
P015,P015-53,Western hemlock,HW,22.1,17.6,359.6
P015,P015-54,Western hemlock,HW,27.2,22.4,572.1
P015,P015-55,Douglas-fir,FDC,24.7,19.3,475.4
P015,P015-56,Western redcedar,CW,19.3,14.2,257.0
P015,P015-57,Western hemlock,HW,26.3,24.1,524.3
P015,P015-58,Red alder,DR,11.9,12.7,92.3
P015,P015-59,Douglas-fir,FDC,23.8,19.8,506.1
P015,P015-60,Douglas-fir,FDC,35.1,24.1,1048.4
P015,P015-61,Western hemlock,HW,22.2,19.6,387.6
P015,P015-62,Bigleaf maple,MB,13.1,8.3,123.8
P015,P015-63,Red alder,DR,20.8,19.8,263.6
P015,P015-64,Western hemlock,HW,12.7,10.8,135.5
P015,P015-65,Western hemlock,HW,19.6,14.6,328.1
P016,P016-01,Douglas-fir,FDC,9.2,7.8,73.2
P016,P016-02,Western hemlock,HW,19.3,15.4,298.2
P016,P016-03,Bigleaf maple,MB,23.6,15.8,461.2
P016,P016-04,Douglas-fir,FDC,15.8,16.5,185.7
P016,P016-05,Western hemlock,HW,12.1,9.8,115.7
P016,P016-06,Douglas-fir,FDC,19.3,15.5,278.2
P016,P016-07,Western hemlock,HW,8.3,10.2,51.9
P016,P016-08,Western hemlock,HW,20.5,17.5,360.6
P016,P016-09,Red alder,DR,18.1,13.8,220.7
P016,P016-10,Western hemlock,HW,19.0,15.0,293.3
P016,P016-11,Douglas-fir,FDC,12.3,12.4,121.6
P016,P016-12,Douglas-fir,FDC,13.9,13.0,167.0
P016,P016-13,Western redcedar,CW,19.1,11.7,254.8
P016,P016-14,Douglas-fir,FDC,13.4,12.5,156.1
P016,P016-15,Western hemlock,HW,21.2,17.2,319.8
P016,P016-16,Douglas-fir,FDC,20.3,20.3,323.9
P016,P016-17,Western hemlock,HW,51.9,30.8,2368.4
P016,P016-18,Western hemlock,HW,16.3,16.5,209.5
P016,P016-19,Western hemlock,HW,16.0,14.4,205.8
P016,P016-20,Douglas-fir,FDC,19.1,15.4,303.3
P016,P016-21,Douglas-fir,FDC,22.2,19.2,397.8
P016,P016-22,Western redcedar,CW,9.3,8.3,55.9
P016,P016-23,Western hemlock,HW,19.8,14.4,313.1
P016,P016-24,Bigleaf maple,MB,14.6,13.0,153.9
P016,P016-25,Bigleaf maple,MB,14.3,8.5,148.9
P016,P016-26,Western hemlock,HW,23.9,20.2,484.0
P016,P016-27,Douglas-fir,FDC,68.1,33.7,3733.4
P016,P016-28,Western hemlock,HW,14.6,15.8,158.4
P016,P016-29,Bigleaf maple,MB,21.8,10.1,396.9
P016,P016-30,Douglas-fir,FDC,36.7,25.6,1080.9
P016,P016-31,Red alder,DR,19.1,17.2,228.6
P016,P016-32,Western hemlock,HW,21.1,20.4,358.4
P016,P016-33,Douglas-fir,FDC,18.6,14.6,296.3
P016,P016-34,Douglas-fir,FDC,14.8,14.8,163.0
P016,P016-35,Red alder,DR,13.7,12.3,119.8
P016,P016-36,Red alder,DR,12.3,13.8,103.0
P016,P016-37,Western hemlock,HW,22.3,17.5,364.0
P016,P016-38,Western redcedar,CW,16.0,12.4,170.5
P017,P017-01,Western hemlock,HW,41.5,29.4,1414.0
P017,P017-02,Douglas-fir,FDC,54.0,31.1,2312.1
P017,P017-03,Douglas-fir,FDC,115.3,46.3,12276.5
P017,P017-04,Douglas-fir,FDC,31.4,26.1,756.2
P017,P017-05,Western redcedar,CW,27.9,16.2,537.0
P017,P017-06,Douglas-fir,FDC,40.1,27.5,1258.8
P017,P017-07,Western hemlock,HW,28.3,21.8,698.0
P017,P017-08,Douglas-fir,FDC,32.8,24.3,850.7
P017,P017-09,Western hemlock,HW,29.0,22.6,629.3
P017,P017-10,Sitka spruce,SS,33.9,27.4,812.4
P017,P017-11,Western hemlock,HW,31.0,21.9,816.3
P017,P017-12,Western redcedar,CW,20.7,14.5,261.2
P017,P017-13,Western redcedar,CW,52.7,27.7,1629.4
P017,P017-14,Douglas-fir,FDC,68.8,35.6,4107.9
P017,P017-15,Douglas-fir,FDC,77.2,39.4,4786.9
P017,P017-16,Bigleaf maple,MB,19.3,15.5,300.2
P017,P017-17,Douglas-fir,FDC,25.5,20.1,550.6
P017,P017-18,Douglas-fir,FDC,36.4,26.4,1003.8
P017,P017-19,Douglas-fir,FDC,21.2,16.4,351.8
P017,P017-20,Western redcedar,CW,45.5,23.7,1447.2
P017,P017-21,Douglas-fir,FDC,51.6,32.3,2068.6
P017,P017-22,Western hemlock,HW,18.4,13.6,246.4
P018,P018-01,Western hemlock,HW,18.7,16.2,288.7
P018,P018-02,Douglas-fir,FDC,20.3,19.5,367.9
P018,P018-03,Douglas-fir,FDC,27.8,23.3,640.8
P018,P018-04,Western hemlock,HW,28.8,22.4,654.5
P018,P018-05,Douglas-fir,FDC,24.8,21.3,510.4
P018,P018-06,Douglas-fir,FDC,23.1,17.9,443.7
P018,P018-07,Western hemlock,HW,20.2,16.5,305.7
P018,P018-08,Douglas-fir,FDC,10.9,9.5,91.7
P018,P018-09,Douglas-fir,FDC,13.4,14.6,151.9
P018,P018-10,Western hemlock,HW,14.2,10.8,171.6
P018,P018-11,Western hemlock,HW,15.1,14.1,181.8
P018,P018-12,Douglas-fir,FDC,16.3,14.9,224.9
P018,P018-13,Douglas-fir,FDC,36.5,26.0,1083.2
P018,P018-14,Douglas-fir,FDC,17.6,15.7,241.8
P018,P018-15,Douglas-fir,FDC,23.1,19.4,475.3
P018,P018-16,Douglas-fir,FDC,15.7,15.4,193.9
P018,P018-17,Douglas-fir,FDC,18.0,18.7,273.5
P018,P018-18,Red alder,DR,17.7,14.9,215.3
P018,P018-19,Douglas-fir,FDC,23.9,19.9,487.3
P018,P018-20,Douglas-fir,FDC,31.6,23.9,858.5
P018,P018-21,Western hemlock,HW,28.5,22.0,679.3
P018,P018-22,Western redcedar,CW,20.5,15.1,270.4
P018,P018-23,Douglas-fir,FDC,12.5,10.9,126.8
P018,P018-24,Douglas-fir,FDC,38.3,27.5,1242.9
P018,P018-25,Douglas-fir,FDC,16.8,14.4,245.2
P018,P018-26,Douglas-fir,FDC,11.4,8.3,97.2
P018,P018-27,Douglas-fir,FDC,29.5,21.2,717.6
P018,P018-28,Douglas-fir,FDC,24.4,19.1,540.3
P018,P018-29,Western hemlock,HW,27.8,20.8,604.2
P018,P018-30,Douglas-fir,FDC,10.7,10.7,86.6
P018,P018-31,Western hemlock,HW,19.6,18.0,293.8
P018,P018-32,Western hemlock,HW,29.5,20.1,752.8
P018,P018-33,Western redcedar,CW,37.6,21.1,918.9
P018,P018-34,Western hemlock,HW,24.2,17.6,466.7
P018,P018-35,Western hemlock,HW,37.4,26.2,1116.8
P018,P018-36,Douglas-fir,FDC,27.8,20.2,701.4
P018,P018-37,Red alder,DR,17.7,16.7,190.8
P018,P018-38,Red alder,DR,50.7,27.3,1566.5
P018,P018-39,Douglas-fir,FDC,20.2,17.8,365.5
P018,P018-40,Douglas-fir,FDC,13.1,12.5,134.6
P018,P018-41,Western redcedar,CW,12.9,11.7,115.5
